Gene,GSM494565,GSM494594,GSM494604,GSM494564,GSM494591,GSM494567,GSM494602,GSM494613,GSM494589,GSM494598,GSM494593,GSM494583,GSM494612,GSM494558,GSM494556,GSM494559,GSM494571,GSM494614,GSM494603,GSM494568,GSM494572,GSM494600,GSM494562,GSM494615,GSM494582,GSM494599,GSM494610,GSM494587,GSM494581,GSM494580,GSM494563,GSM494576,GSM494605,GSM494584,GSM494586,GSM494578,GSM494585,GSM494611,GSM494560,GSM494595,GSM494570,GSM494597,GSM494607,GSM494561,GSM494569,GSM494592,GSM494577,GSM494588,GSM494590,GSM494609,GSM494608,GSM494606,GSM494574,GSM494573,GSM494566,GSM494601,GSM494557,GSM494579,GSM494596,GSM494575,GSM494625,GSM494654,GSM494664,GSM494624,GSM494651,GSM494662,GSM494627,GSM494673,GSM494649,GSM494658,GSM494653,GSM494643,GSM494672,GSM494618,GSM494631,GSM494619,GSM494674,GSM494616,GSM494663,GSM494628,GSM494632,GSM494660,GSM494622,GSM494642,GSM494647,GSM494659,GSM494670,GSM494675,GSM494641,GSM494636,GSM494640,GSM494623,GSM494644,GSM494646,GSM494665,GSM494638,GSM494645,GSM494671,GSM494655,GSM494620,GSM494630,GSM494657,GSM494667,GSM494621,GSM494629,GSM494637,GSM494652,GSM494648,GSM494650,GSM494669,GSM494666,GSM494668,GSM494633,GSM494634,GSM494639,GSM494661,GSM494617,GSM494626,GSM494656,GSM494635
STK10,8.04933,8.77136,8.3469,8.69296,7.19237,8.52585,7.63413,6.95696,7.79417,8.63514,7.54449,8.26083,7.28865,8.69029,8.32544,7.83404,7.84981,7.49248,8.76745,8.81457,7.96907,8.23879,8.03037,7.87587,7.41332,7.95183,8.39983,8.10226,8.03609,9.23952,7.88967,7.95373,8.49038,8.07475,8.07973,8.20894,7.83973,7.42425,7.95711,7.94711,8.81721,8.67898,9.29234,9.08259,8.38411,8.27945,7.52238,8.38247,8.80226,8.44117,7.85027,7.68632,8.13835,8.52814,8.56995,8.038,7.80563,8.5406,7.7259,7.53929,8.89559,9.66856,8.57107,8.96878,8.37904,9.18694,9.17702,8.45349,8.81004,8.94887,8.44559,9.12383,8.34975,8.75514,7.9501,8.78993,8.50329,8.67898,8.9584,8.78649,8.83435,8.63232,8.87243,8.92044,8.74133,8.3894,9.27037,9.9994,8.78787,8.77596,9.51523,9.42082,8.69317,8.61901,8.64067,8.92066,8.84194,8.59916,8.95543,8.56658,9.18176,8.69511,8.73115,8.74956,8.8334,9.12863,8.6995,9.09587,8.95735,8.78313,8.56601,8.78164,8.80965,8.00747,8.87099,8.21297,8.55658,8.37867,9.63069,8.61337
STK17A,11.1289,9.15122,9.87501,9.77587,10.1308,9.70128,9.85382,8.85227,10.2221,10.2695,9.71616,9.77465,9.61588,9.43459,8.57454,9.24709,8.62244,9.19393,10.8471,10.772,10.4547,9.83654,10.7403,9.23673,9.81405,10.6198,10.8342,9.60429,9.96956,10.2283,9.32089,8.9188,10.0142,9.32285,8.59286,10.3467,10.3205,9.63452,9.75241,10.5875,9.45304,9.95934,10.7113,9.85039,9.35672,9.50163,11.6332,9.75211,8.71463,9.42616,9.96191,9.39075,10.6383,9.60884,9.96533,10.0247,9.80353,10.9974,7.66377,10.3533,10.6642,8.373,9.76074,10.2537,8.72187,9.89423,9.41543,10.2208,9.11282,10.066,9.96153,10.5059,9.8177,9.41184,9.69026,10.2835,10.3667,8.74372,10.5907,9.78808,10.2951,8.97936,9.16527,9.50186,10.0567,9.63069,11.0368,9.82974,10.5705,9.49661,9.74644,10.387,10.2146,9.72138,10.1154,9.99283,10.1492,10.4694,10.0116,9.87391,9.08842,9.34873,9.98992,9.42028,9.75729,9.28994,9.70508,9.897,10.1104,9.84878,9.60737,11.0571,9.33618,9.18156,9.57825,9.80479,8.9359,9.20884,9.71405,9.41815
STK17B,9.1057,5.83922,8.52316,8.31817,5.77459,7.4392,7.32034,7.44967,7.67483,8.36026,7.75811,7.6,8.81758,6.65594,6.82196,8.65189,6.20054,7.81449,8.50031,9.05045,4.63678,7.66346,9.02563,7.92989,6.75898,8.95714,8.97706,8.18993,7.27577,7.56189,7.7254,6.24746,8.29867,7.83669,6.9261,6.64572,7.0324,9.20105,8.23205,7.70928,8.40975,7.71356,9.76192,8.46162,7.86935,8.07007,7.24556,7.72867,5.7753,7.78456,8.8364,8.25819,8.28563,7.81494,8.15901,7.25411,7.44263,8.13988,5.29442,8.28479,9.34998,6.73362,8.76236,8.79494,7.25075,7.84904,8.42757,8.80226,8.14966,9.64924,8.67989,8.29798,9.41033,7.3892,7.48913,10.1743,8.37776,7.45201,8.16396,7.59748,7.97565,7.90579,7.12687,8.361,9.01776,8.90259,10.1463,9.11614,8.20224,8.18673,8.07524,9.66444,8.0904,8.20997,8.01301,7.68097,9.2623,9.35291,8.32807,9.2437,7.52375,5.57074,9.16112,8.88261,7.30396,7.22838,8.11885,9.81369,7.54793,8.16436,8.48183,10.1139,8.70248,7.59954,8.1278,8.99851,7.84662,8.32916,6.82564,7.70101
STK24,8.74514,8.02208,9.57714,9.78518,9.42897,9.02781,10.1254,9.3273,9.15278,11.0215,11.226,8.86138,10.6678,9.25765,10.5961,9.01989,6.82822,9.22985,9.2864,9.39904,7.77512,9.10142,10.296,9.24919,10.5151,9.88743,10.3236,10.0008,8.90859,9.14012,10.1379,9.39253,9.51803,9.99063,9.86064,8.40629,9.05752,10.646,9.11712,9.58582,9.52358,9.09455,10.2938,9.48642,9.66382,10.2634,10.5796,9.57586,8.50627,9.58697,10.084,9.91746,10.6527,9.37997,9.96778,9.95616,9.11482,9.24731,7.11519,9.77032,8.7908,7.83355,9.51444,9.38532,9.38362,9.24449,9.23007,9.70251,9.21284,9.69644,9.91334,8.63383,10.3681,10.0515,8.48096,8.98504,9.54799,9.48482,9.17569,9.55605,9.16627,9.06156,9.38222,9.97682,9.47941,9.98809,10.028,10.3165,9.97958,8.90066,8.77214,9.63938,9.11482,9.28195,9.6624,9.35571,9.55382,9.97287,9.94527,9.61409,9.12539,7.82432,9.96118,9.32497,8.97894,8.33822,10.1391,9.11282,9.67721,10.2291,9.54265,10.3787,9.15674,9.7804,9.33912,9.91365,9.70047,9.85324,8.68647,9.33399
STK3,9.13061,9.20281,8.8697,9.17679,9.39328,9.53776,9.70946,10.0672,9.62814,8.89204,9.71919,11.8559,9.82329,9.44307,9.10208,9.52224,9.56489,9.86064,9.60342,9.65941,10.7065,9.03873,8.63178,9.46032,9.20647,9.28532,8.49993,9.13344,9.85478,8.97544,9.54799,9.22519,9.23174,9.46005,8.71093,9.26549,9.36284,9.55522,9.85324,7.85027,9.59609,9.00001,8.16831,9.25306,9.10659,10.4986,9.18877,9.4904,8.88716,9.49011,10.1581,9.67194,9.02386,10.3575,9.91365,10.1383,10.3821,9.24307,9.82061,9.56216,9.65941,8.96572,9.48177,9.42452,8.69693,9.56055,8.93447,9.23952,9.01839,9.18812,9.00132,9.47469,9.3781,8.73171,9.45981,9.71042,9.03026,9.16066,9.59207,9.14532,9.66206,9.08616,9.16353,9.20281,9.10119,9.29648,8.80928,8.50703,8.90174,9.42351,9.44182,9.11593,9.72404,9.33181,9.245,9.2203,9.46673,8.96394,9.01989,9.26635,9.25377,9.0905,8.94244,9.29259,9.90684,9.74612,9.37784,9.33819,7.93507,8.69593,9.20403,8.85328,9.68376,9.15377,9.28393,8.99419,9.18877,9.31612,8.05397,9.43432
STK35,9.79351,10.0262,9.46305,10.6835,9.60288,9.90583,8.66121,10.6362,10.4249,9.64615,9.04797,10.1174,8.43065,10.1544,9.97743,10.8541,10.6898,10.0879,9.9601,10.4486,11.4004,10.7499,9.12454,10.6806,9.60316,9.03558,9.9994,9.97355,10.3958,10.262,10.4646,10.1846,8.66959,10.0058,10.1308,10.6472,10.129,9.06533,10.7096,9.51158,10.6925,9.40928,8.97452,11.0126,9.98728,9.48288,10.789,10.2418,10.4503,9.47416,9.1219,9.40621,9.90851,11.1108,9.50054,9.04733,8.99636,9.21244,9.73385,9.81866,10.9807,10.9273,9.92709,10.5001,10.136,9.74023,10.7588,10.1459,10.8816,9.67836,9.80787,10.4279,8.97006,10.8425,10.2877,10.3116,10.2373,10.1782,10.0269,10.617,9.96887,10.6742,10.338,9.12094,9.75211,9.38362,9.33568,10.256,9.45404,10.5105,10.3477,10.0756,9.55967,10.0641,9.05772,10.2085,10.2355,9.0463,9.97919,10.6612,10.2877,10.8193,9.37837,10.7188,10.7328,10.3663,9.42694,10.2708,10.3953,9.08306,8.98783,9.58382,10.2159,9.621,10.2894,9.23244,9.73318,9.78134,10.3023,10.2608
STK36,7.32189,8.59407,6.80035,7.63904,9.48396,8.34203,8.11394,7.85689,8.61878,7.51205,7.80595,7.216,7.24849,8.27716,7.93017,8.01739,8.90259,7.83637,7.28126,7.26693,7.8964,8.91337,7.85072,7.72287,7.79008,6.95434,7.16239,7.68449,7.07112,7.60633,7.19993,8.42332,7.12351,7.72723,7.31825,7.44137,7.53945,7.26844,7.63952,7.58614,7.64679,8.27059,7.12659,7.99228,8.05836,7.10032,8.25569,7.64571,8.44318,7.1681,7.81399,7.26009,7.2031,7.63128,7.43331,7.10438,8.37904,7.07166,8.07091,7.72817,7.15759,8.40485,6.69694,7.27275,7.97715,7.41569,7.68585,7.39559,8.11376,7.52997,7.27921,7.20038,7.27921,7.61983,7.99993,7.29029,7.37565,7.68708,6.98347,7.25822,7.10594,8.51498,7.3628,7.62538,7.1172,7.38335,6.94944,7.57425,7.34622,7.31173,7.25542,6.99978,7.0863,7.01915,7.4355,7.46488,7.14335,7.18472,7.29164,7.53681,7.37783,9.04588,7.05594,7.58248,7.66873,7.41393,7.45624,7.51649,8.00713,7.03301,6.93624,7.2687,7.4457,7.53583,7.48324,7.31278,7.55106,7.51895,8.80189,7.4797
STK38,6.5767,6.93406,8.50289,7.45695,9.00596,7.89458,8.93942,6.87836,8.7686,8.96902,9.08712,7.96111,9.02298,8.22253,8.11573,6.60342,6.66067,8.33013,8.00295,7.87013,6.22846,8.01939,8.72077,7.54793,9.36456,8.59955,8.57384,8.20426,8.14537,7.75219,7.58807,7.74402,8.60352,8.0689,9.59468,7.71638,8.00122,8.6277,7.58871,8.62942,7.56453,8.05477,8.99436,7.04781,7.76683,9.16739,8.64627,6.6977,7.57287,8.34149,7.97204,8.67444,8.55512,6.66884,8.40194,8.31048,7.26617,8.20315,6.42009,8.09125,6.75732,6.27928,8.09554,6.89657,7.97021,8.01285,7.4564,8.47561,7.77432,8.48966,8.57107,7.23771,9.01361,7.92589,8.01519,5.70608,8.3671,7.88431,7.64023,7.51338,8.94789,7.84073,7.92761,8.88631,8.32047,8.72834,8.6658,8.47596,8.49826,8.02618,6.72337,7.44137,7.88879,8.33064,8.55424,8.47839,8.00154,8.8937,8.36781,7.08722,7.26035,5.89812,8.59521,6.91688,7.60583,7.32622,8.58552,7.18222,8.22828,8.86285,8.16557,8.89185,7.28126,8.2362,8.0488,7.66826,8.55387,7.67395,8.09617,7.78826
STK38L,9.77206,7.65577,9.66617,10.5586,7.88778,9.44876,10.0217,8.72932,9.72671,8.96175,9.20328,8.82428,9.0915,9.43055,9.87538,8.51721,7.73675,8.96672,9.20212,9.42521,7.40531,9.46492,9.60316,8.81948,10.4674,9.32156,10.1455,8.93239,8.75632,9.23832,9.87391,9.67132,9.39614,8.96694,11.0691,8.37969,8.85288,9.32358,9.15903,9.40438,10.2903,9.10187,9.10592,9.54291,9.23083,8.56295,9.47778,9.45926,7.55406,8.79689,8.5878,8.74275,9.85573,8.38819,9.40134,8.75302,8.50815,9.85478,7.06291,9.07811,9.77238,5.84949,9.36484,9.31171,8.56641,8.82194,9.39539,9.36089,9.38222,10.1447,9.09128,9.17656,9.31143,9.42742,8.56371,9.77876,9.40238,9.14557,9.18012,9.33669,8.9781,9.31143,9.18832,9.36968,9.30844,9.66944,9.60482,9.01969,9.46599,9.21964,8.64841,10.0336,9.64867,9.42766,9.39487,8.96592,9.45035,9.53128,9.14738,9.72192,9.0915,6.65847,9.00531,9.87391,8.63768,8.43287,9.29431,9.71864,8.99396,8.82557,9.25667,9.25765,9.123,9.41033,8.92892,8.65596,9.10856,9.15721,7.77432,9.63126
STK39,9.70978,9.18202,8.09982,9.78907,9.45352,9.35502,9.51236,9.4518,9.12623,9.47329,8.98397,9.76225,9.11804,8.9158,9.64262,9.82032,8.75384,10.5642,8.54334,8.35465,9.95857,9.07617,10.0852,9.79568,10.0798,10.6087,9.5717,9.70251,9.21174,9.28174,9.78257,11.4667,7.96608,9.52543,10.1751,9.19696,9.36891,9.94747,9.82124,9.21801,10.0325,9.1967,8.78885,8.75384,8.58961,10.1731,9.17769,9.69528,7.96557,9.57144,10.0534,8.40141,8.25031,9.09367,8.52456,8.93239,10.2933,8.47219,9.77682,10.7784,8.49245,7.19222,7.46653,8.68249,7.58459,8.23566,7.95321,8.0001,7.90745,8.3469,7.66701,8.46914,8.20842,7.10008,8.90239,8.67916,7.90867,7.7964,8.13643,7.79008,8.36168,7.92086,8.30248,7.58536,7.67612,7.82674,7.69256,8.15225,6.92264,8.40936,8.09554,7.70033,7.93744,8.02668,7.89692,8.49537,7.81942,7.60135,8.22755,8.25345,8.59337,10.7896,7.90444,8.53078,8.09716,8.55406,7.57657,8.46215,7.0968,7.99723,7.90285,8.62437,8.32028,7.61376,7.87733,6.99405,7.58276,7.64107,7.57482,8.21175
STK4,8.17389,9.66586,9.03646,7.8834,8.32385,8.88416,7.77356,8.89913,7.35438,8.60998,8.48007,8.73895,8.52083,8.91062,9.39716,7.43031,9.35523,8.10689,8.35899,9.31936,9.1141,7.57914,8.49581,8.62887,8.30678,8.28802,9.0909,8.39083,8.0001,9.27723,7.53371,8.0984,8.96494,8.87159,8.37245,8.97272,8.61838,8.32277,7.25092,8.01032,7.74926,9.25933,9.27958,8.47445,8.88794,8.46672,8.79795,7.5702,8.71425,8.73253,8.92892,8.62035,8.66877,7.71473,8.56074,8.84768,8.69481,8.98529,8.82071,8.21228,8.16306,10.0992,9.28532,7.72203,8.49002,9.41838,9.52491,8.67503,8.51865,8.74956,8.63441,9.04672,8.81379,8.69805,8.85969,8.59269,8.59286,8.71792,8.73913,8.77117,9.12581,8.17371,8.35433,8.57837,8.79494,8.5939,9.30147,10.1704,8.7649,9.09455,9.81112,8.65301,7.93151,8.49785,8.74914,9.59122,8.85718,9.1077,8.30556,8.0739,7.59334,9.07058,9.25863,7.83939,9.42923,9.66057,8.95057,8.45548,8.90362,8.8732,9.24472,8.89876,7.78638,8.66859,9.01949,9.27532,8.28156,8.48418,9.64733,8.72653
STMN1,8.90215,8.52246,8.53095,8.10049,10.5237,8.45827,7.84495,7.24911,8.58664,9.30346,9.15079,9.11238,7.59681,8.4973,6.60738,8.59286,8.62717,9.75764,8.68287,8.70839,8.17732,9.06069,9.33669,8.67331,8.78145,7.84841,8.9641,8.096,9.35149,8.60295,8.86635,10.2524,8.34554,9.22143,9.8395,8.28332,9.01989,8.0546,9.07766,8.77117,8.29595,8.85556,8.26817,7.75384,7.67242,8.13608,9.79227,8.88224,8.49865,8.1254,9.01949,8.07939,8.89728,9.85713,8.76373,8.95495,8.51581,8.63496,9.14917,8.79834,8.10083,7.54969,8.32403,8.14877,7.75509,8.67235,8.13851,8.13148,7.76945,8.15207,7.94661,8.00999,7.76469,7.73629,9.38362,8.20441,8.36116,7.74987,8.0132,8.01423,8.3852,7.73691,8.25835,8.08454,8.53243,8.14724,8.12644,7.95219,8.20911,8.04305,8.09159,7.6564,8.3478,8.35325,8.35413,8.26066,8.35915,7.87573,8.31029,8.06348,8.27872,8.35865,7.88137,8.12252,7.74374,8.3832,8.1405,8.23077,7.57205,8.13908,8.24423,8.20516,8.13957,8.30972,7.9286,7.80056,8.08155,8.11641,7.80456,8.45938
STMN3,8.94579,8.84069,8.20789,7.92728,6.82837,8.91234,9.10348,8.9605,9.23578,8.60818,7.19763,7.7104,6.34475,8.44409,7.5492,7.49667,8.14806,8.83435,7.68347,7.79463,8.00713,8.158,9.54179,7.84647,6.11284,8.21385,8.12558,8.69481,7.36006,8.78267,8.88076,6.58125,7.9158,8.26066,6.94479,8.09858,7.57219,8.37606,8.08336,8.92437,8.73508,10.1033,7.97631,8.12733,7.95649,8.58082,8.7534,8.42127,8.4684,7.79753,8.76681,7.2687,7.7389,7.51737,8.3489,8.25465,7.94094,8.77885,8.6554,7.02602,7.83456,8.028,7.61495,8.00383,7.6726,8.02208,8.30162,7.80701,7.95286,7.63766,7.7633,7.93302,7.38159,8.22038,7.30207,8.38168,7.6971,8.1217,7.88849,8.35516,7.31754,8.09125,8.33013,7.4872,7.86442,7.48293,7.71169,7.60434,7.63286,7.77432,8.67763,8.36168,8.2373,7.85674,8.06675,7.81494,8.11153,7.55848,7.88414,8.22171,8.08607,8.09438,7.88613,8.2978,7.97169,8.03218,7.68944,8.17074,7.83227,7.63427,7.73269,7.7723,7.65275,8.02173,7.73581,7.7859,7.783,8.00512,8.04816,8.50978
STOM,11.1407,11.6043,11.3759,11.2967,9.74431,12.4779,12.1386,12.1582,11.7706,10.6483,11.1382,11.0038,11.4084,12.3356,11.9449,11.7733,11.6955,11.4004,11.8458,12.0544,11.3402,10.6767,11.4133,11.9974,9.36114,11.5065,11.1893,10.7176,11.591,11.8883,11.1553,9.57586,11.9321,12.1691,9.47273,12.0611,10.9475,11.0417,11.5164,10.9635,11.9587,11.2163,11.444,12.4361,12.3728,11.139,11.2571,11.8186,11.2614,11.9064,12.0476,11.7953,10.7908,11.7573,11.5348,11.5922,11.444,10.9517,11.0746,10.7594,12.7516,12.2949,12.368,12.6961,11.7858,12.6022,12.3399,12.2182,12.5271,11.8057,12.1619,12.3551,12.1708,12.6716,11.6774,12.4216,12.277,12.5707,12.3966,12.5121,12.2649,12.1093,12.2851,12.4169,12.0056,12.1366,11.9766,11.776,12.1638,12.3638,12.4528,12.228,11.9496,12.5144,11.8702,12.2083,12.3865,11.9321,11.6898,12.344,12.5514,12.2623,12.228,12.4779,12.5731,12.443,12.0285,12.0593,12.0767,11.9713,12.2023,11.8386,12.382,12.1441,12.0304,12.1765,12.5429,12.522,12.1441,12.046
STON2,7.69256,7.58614,8.43173,9.46492,7.94845,8.68008,7.79671,7.27921,7.49849,6.54116,8.57029,7.28507,7.05825,7.84151,9.04773,8.53334,7.51113,8.06367,8.06241,7.68347,8.29954,6.80979,7.92808,7.44998,8.25785,7.95321,8.06317,7.18028,7.04638,7.58155,10.0997,8.04442,8.61266,7.72203,8.66959,7.48854,8.04342,7.90645,7.56359,8.78228,8.96429,6.59016,7.57813,8.0817,7.85147,7.28044,8.71753,9.28485,7.45682,7.94557,7.7205,7.19012,9.6213,7.19501,8.28123,7.03485,8.19733,8.14774,6.79778,7.47493,8.39368,7.70259,8.22038,8.61355,8.6973,8.74914,8.63768,8.15485,9.28765,7.48252,8.22847,8.38113,8.0906,8.79774,7.59837,8.9842,8.46783,8.52391,7.99297,8.6995,8.35752,9.33154,8.08656,8.99024,8.4325,8.86031,7.50487,7.65547,8.10175,8.77779,8.78252,8.35699,8.30232,8.53611,8.36064,8.19935,8.25569,7.90495,8.43707,8.68487,9.23437,6.55112,7.85163,9.11324,8.06477,8.47972,8.47787,9.0433,8.08539,8.32295,8.23024,7.58013,9.04996,8.5369,8.39713,8.36371,8.71964,8.40611,7.67483,9.42373
STRA13,10.4107,10.4208,9.3283,9.88577,10.8686,10.4339,10.2625,10.3579,10.8401,10.7481,10.478,10.881,9.80509,9.87927,9.82492,11.0161,10.2595,10.6181,10.043,9.81804,10.1572,10.8065,10.7052,10.757,10.5043,10.2938,9.69955,9.7963,10.5449,10.1095,10.4387,11.235,9.6908,10.5237,10.5299,10.4427,10.4641,9.99457,10.6579,10.3971,10.3165,10.2056,9.55549,10.0571,9.34314,10.3816,10.5785,10.3413,10.5753,9.98809,10.0973,10.3561,9.93142,10.8673,9.44698,9.85445,10.7315,9.77846,11.346,10.6904,9.21284,10.1258,9.22259,9.87538,9.53316,9.79599,9.81339,9.69439,9.25788,9.35996,9.43484,9.85875,9.57907,9.60797,10.1258,9.69554,9.58582,9.72223,9.43608,9.40029,9.94566,9.37473,9.97424,9.47216,9.74334,9.39849,9.10266,9.49843,9.51418,9.50577,9.90343,8.92518,10.0325,9.71648,9.72821,9.62527,9.50631,9.61899,9.58723,9.51372,10.0821,10.6846,9.45613,9.18573,9.68018,9.82463,9.47603,9.57608,9.66444,9.29926,9.57225,9.43844,10.324,9.64087,9.61899,9.42571,9.70471,9.45277,9.65195,10.0899
STRBP,8.29299,7.45741,7.50134,8.45919,8.11218,8.93015,8.84422,8.87527,7.87239,8.07649,8.59181,7.86044,8.39944,7.0968,8.21085,8.07577,7.67038,9.02428,7.7849,7.40814,8.65467,8.28073,7.92907,7.87702,7.94626,7.89512,8.23999,8.14097,8.23534,7.9381,8.89793,9.21428,7.67355,8.55494,9.68493,8.22088,8.30538,7.61633,8.73581,8.22305,8.4387,7.84005,8.1486,8.47804,7.60987,8.49939,8.96572,8.15189,7.39351,7.89094,8.42296,8.41963,8.2352,9.56709,7.25641,7.81923,7.9908,7.85623,8.8308,7.9894,7.3721,7.55973,7.19556,7.54206,6.95537,7.52311,7.37001,7.59454,7.06215,7.09923,6.93571,7.65655,7.41894,6.38368,7.87803,7.66295,7.4038,7.68004,7.39458,6.40287,7.61329,7.61293,7.336,6.83518,7.30379,6.82882,6.45396,8.38644,7.22838,7.45028,7.72723,7.02527,7.3196,7.5997,7.66779,8.00664,7.27187,7.39949,7.14376,7.56409,8.34416,8.57859,7.40517,7.2951,7.66957,7.69481,7.33004,7.74551,6.92209,7.11419,7.48035,7.27549,8.09668,7.8866,7.1558,7.31897,7.30698,7.13571,7.50291,7.72138
STRN,8.76276,6.46182,7.55439,8.70745,7.60789,7.86983,7.03867,7.75766,8.74174,8.47768,7.77541,8.57878,8.09887,7.36626,7.47661,8.46478,7.41503,7.68908,8.4791,8.34708,7.98907,8.11075,8.48063,8.12644,7.69857,7.87029,7.76683,7.80718,7.7696,7.98854,9.16442,7.35423,8.04373,8.11237,8.89271,7.79494,8.59198,8.06509,8.58865,8.26048,8.66877,7.66656,7.47042,8.05577,7.2037,8.13507,8.10555,8.39944,7.10438,8.0001,6.68881,7.45011,7.76245,9.20623,7.96011,7.61823,8.71979,8.6173,8.54464,8.06494,8.90239,6.6126,7.85642,8.75461,6.96288,7.86222,7.84495,7.55737,7.50587,8.21158,7.41818,8.71912,7.66656,7.76529,7.52688,8.95693,7.67761,7.46121,8.10737,7.86112,8.07614,7.78877,8.20548,7.57645,7.93383,7.71817,7.4395,8.86177,7.53088,7.8991,8.20334,8.64105,7.98081,8.3242,7.77664,7.92169,7.77796,7.72236,8.05055,8.51561,8.57181,6.82791,7.45594,8.52491,7.81072,8.48854,7.5741,8.3804,6.51382,7.51033,7.82077,7.37799,8.49362,7.13345,8.18293,6.72491,7.87587,7.81828,7.12482,7.91025
STRN3,9.20303,6.20412,8.63135,8.89913,8.88612,8.41316,8.60706,8.51316,9.63044,9.12094,8.01285,8.68268,9.08534,8.42778,8.57701,8.82596,7.56667,8.55602,9.25957,9.26379,8.04424,9.20429,9.79658,8.23779,8.97452,8.73431,8.36371,8.3832,8.76373,7.95408,9.33742,9.0915,8.49599,8.87527,8.62923,8.47892,8.65505,8.8469,9.0746,9.31885,9.04006,8.34571,8.34165,9.22913,8.15542,8.78394,9.19742,9.13076,7.32879,8.70268,9.28994,8.83099,8.13592,9.44674,9.00322,8.4175,8.72542,8.91597,5.45353,8.96741,9.29902,5.69997,8.64516,9.70251,8.17091,8.32526,8.63423,7.85177,8.83813,9.09872,8.52456,8.7597,8.44301,9.06647,8.93819,9.66586,8.37367,8.62717,8.5907,8.70861,8.84672,9.1702,8.67154,8.59899,8.46711,8.68487,8.885,8.71645,8.72205,8.53487,7.78844,9.69955,8.58047,8.8084,8.47738,8.39944,8.62416,8.35772,8.55146,9.32212,8.52798,6.03509,8.60762,9.30416,8.36605,8.11452,8.65321,9.10266,8.214,8.4973,8.6078,9.239,8.84366,7.77467,8.50031,7.99975,8.55864,8.49826,7.17736,8.17251
STT3A,8.20172,9.28321,8.86709,10.4664,8.7341,9.85382,9.6558,9.70914,10.8116,9.58441,9.57364,9.91016,9.74157,8.60451,9.43538,10.8211,8.07007,10.4669,8.6325,9.18436,9.64393,10.479,9.99675,9.11238,9.09304,9.28463,8.79834,9.67108,8.89141,9.28857,10.6478,9.90944,8.53651,9.37422,9.80787,9.45135,9.97884,10.9214,10.5637,10.0486,10.827,8.78186,8.73969,9.9558,9.44536,8.43909,10.0005,10.6186,8.62664,8.49581,8.91278,9.01165,10.127,10.528,9.39876,9.37627,9.61814,9.45454,8.78969,9.67364,7.65344,7.94438,8.46046,9.86064,8.61469,8.85449,9.11258,9.75577,10.1774,8.99955,8.76825,8.11139,8.83922,8.7971,8.89413,8.86868,9.24192,9.32021,8.01869,8.67173,8.84624,9.93955,9.23786,8.47701,8.92748,9.12407,8.07907,8.91691,8.26421,9.12997,8.17683,9.52543,9.17992,8.89952,8.83674,9.21307,8.808,9.39487,8.35792,9.99283,10.3036,8.06873,8.73253,9.72192,9.3105,8.6086,8.69531,9.46145,8.26543,8.38996,8.07123,8.09874,9.56874,9.46492,9.06219,8.45012,9.01123,9.04415,8.59352,9.8783
STX11,7.39321,6.08226,8.07091,7.00155,4.42216,7.27227,5.87535,7.15641,5.60681,6.61556,6.42854,5.20814,6.03278,6.39025,5.226,6.75063,5.28832,5.14118,8.89102,9.35073,5.01556,6.00261,6.36855,8.28802,4.65309,7.34652,7.42573,6.69289,6.63461,7.50908,6.57419,5.17382,8.57806,6.14852,4.84417,6.15167,5.86915,6.60238,6.83155,5.34122,6.87958,7.35989,8.50406,7.78425,8.21679,7.27336,5.52053,7.03747,5.30144,7.31094,7.88983,6.62536,6.95095,7.05825,6.60726,5.59336,5.46444,7.46784,4.02717,6.14085,10.7601,6.95041,9.62675,10.1929,8.80757,9.23487,8.95369,9.19416,9.48423,9.38434,9.53776,9.2803,9.72533,9.51263,8.45166,10.4412,9.11504,8.37849,9.37245,9.23414,9.17945,9.55775,8.18673,9.42277,9.87732,9.59232,9.99494,9.68908,9.82776,9.57907,8.87674,10.8005,9.45634,9.29378,8.25586,8.7295,9.26009,9.64812,9.33695,10.4669,8.91614,4.92371,9.70978,9.75701,9.15429,8.87842,9.38736,10.0731,9.10791,9.69108,9.10208,10.2965,9.37837,8.71223,9.75975,8.45919,9.26475,8.52264,8.19116,8.65715
STX12,9.97611,10.1655,9.65481,9.74095,8.90752,10.3267,9.84675,9.22356,9.46117,9.2004,9.44509,10.1576,9.22166,10.1991,10.1941,10.4344,9.3879,9.36815,9.87353,9.98057,9.29926,9.62991,8.46745,10.5322,9.32237,9.27632,9.05486,9.4428,9.94231,10.0497,8.94845,8.94865,10.154,9.32852,8.57051,9.82522,9.54001,9.40906,9.81013,9.47273,10.0247,9.19316,9.2623,9.89488,10.33,9.43869,8.96533,10.3915,9.57445,9.52439,10.0172,9.87538,9.81112,9.62584,9.70785,9.57879,9.99565,9.60508,9.26182,9.56683,10.7181,10.2646,10.1525,10.9114,9.92233,10.5711,10.1858,10.0284,10.6235,10.0578,9.93885,10.7285,9.92057,10.825,9.83161,10.5412,10.1243,10.028,10.4396,10.2506,10.1999,10.0462,9.77938,10.1135,10.2448,9.94052,9.86778,9.55885,10.5254,10.1645,10.4835,10.4884,10.2727,10.482,10.1345,10.0247,10.7475,9.90883,10.2192,10.8844,10.9108,10.1933,10.0076,10.624,11.0644,10.3409,9.93142,10.371,9.63712,9.96637,10.1429,10.0199,10.4203,9.97497,10.1829,10.2772,10.3165,10.2629,9.66297,10.3575
